審查機關,產品類別,廣告品名,申請廠商,廣告核准字號,核准起始日期,核准結束日期,廣告類別
"臺北市","醫療器材","“恩特科”優潔疤痕護理凝膠（未滅菌）","登偉生技顧問有限公司","北市衛器廣字106050288","1060521","1070520","網路"
"臺北市","醫療器材","1.羅氏活力血糖機組 2.羅氏活力血糖機專用試紙3.羅氏優勝血糖機組4.羅氏優勝血糖機組5.羅氏優勝血糖機血糖試紙6.舒柔採血筆(未滅菌)7.舒柔採血筆 專用採血針(滅菌)8.羅氏全方位血糖機組9.羅氏速讚採血筆 專用採血針(滅菌)10.羅氏速讚採血筆(未滅菌)","台灣羅氏醫療診斷設備股份有限公司","北市衛器廣字106050084","1060522","1070521","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","1.威兆肢體裝具(未滅菌) 2.＂威兆＂軀幹裝具 (未滅菌) 3.威亘醫療用黏性膠帶及黏性繃帶（未滅菌） 4.＂威亘＂ 醫療用冷敷包(未滅菌) 5.＂威亘＂皮膚壓力保護器(未滅菌) 等5項產品","威兆企業有限公司","北市衛器廣字106050087","1060522","1070521","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","倍舒痕凝膠 (未滅菌)","新加坡商美納里尼醫藥有限公司台灣分公司","北市衛器廣字106070159","1060706","1070709","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂美納里尼＂ 愛妥麗保濕敷料 (未滅菌),＂美納里尼＂ 愛妥麗敷料(未滅菌)","新加坡商美納里尼醫藥有限公司台灣分公司","北市衛器廣字106070160","1060706","1070713","網路"
"臺北市","醫療器材","倍舒痕凝膠 (未滅菌)","新加坡商美納里尼醫藥有限公司台灣分公司","北市衛器廣字106070161","1060706","1070720","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","撒隆適布肌兒帕奇貼片","日商久光製藥股份有限公司台北分公司","北市衛藥廣字106080003","1060706","1070801","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","杜蕾斯輕薄幻隱裝衛生套","香港商香港利潔時有限公司臺灣分公司","北市衛器廣字106070239","1060706","1070717","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","滴露消毒藥水","香港商香港利潔時有限公司臺灣分公司","北市衛藥廣字106070214","1060706","1070713","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","撒隆巴斯-益 噴劑","日商久光製藥股份有限公司台北分公司","北市衛藥廣字106070215","1060706","1070713","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂飛利浦＂自動體外心臟去纖維顫動器","台灣飛利浦股份有限公司","北市衛器廣字106070018","1060707","1070706","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂斯達克＂助聽器(未滅菌)","利凌科技股份有限公司","北市衛器廣字106070078","1060707","1070706","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","保能痔注入軟膏","台灣武田藥品工業股份有限公司","北市衛藥廣字106070094","1060707","1070706","網路"
"臺北市","醫療器材","＂衛寶＂中央透析用水處理系統","百特醫療產品股份有限公司","北市衛器廣字106070157","1060707","1070706","學術性醫療刊物"
"臺北市","藥品","耐釋糖膜衣錠25毫克 (NESINA Tablets 25mg)","台灣武田藥品工業股份有限公司","北市衛藥廣字106080004","1060707","1070803","學術性醫療刊物"
"臺北市","醫療器材","安視優超涵水每日拋棄式隱形眼鏡,安視優超涵水每日拋棄式隱形眼鏡,安視優超涵水散光每日拋棄式隱形眼鏡,安視優超涵水多焦點每日拋棄式隱形眼鏡,安視優超涵水散光每日拋棄式隱形眼鏡,安視優恆潤氧每日拋棄式隱形眼鏡,安視優恆潤氧每日拋棄式隱形眼鏡,安視優睛漾水凝每日拋棄式隱形眼鏡,安視優歐舒適每日拋棄式隱形眼鏡","嬌生股份有限公司","北市衛器廣字106070222","1060707","1070716","網路"
"臺北市","醫療器材","安啟適 覆甲液 (未滅菌)","新加坡商美納里尼醫藥有限公司台灣分公司","北市衛器廣字106070227","1060707","1070716","電台"
"臺北市","醫療器材","＂西門子＂氣導助聽器(未滅菌)","台灣維膜股份有限公司","北市衛器廣字106070241","1060707","1070717","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","“星麥特”貝拉雷射系統,＂波士頓科技＂斯若緹取石網(滅菌),“愛瑪士”愛司-綠光雷射系統及其配件,艾梅斯人工陰莖,“波士頓科技”鎖淋單一切口吊帶系統,“波士頓科技”歐普侯陰道支撐系統","荷商波士頓科技有限公司台灣分公司","北市衛器廣字106070203","1060707","1070719","學術性醫療刊物"
"臺北市","醫療器材","3M護腰(未滅菌),3M足弓減壓墊(未滅菌),3M足弓減壓墊(未滅菌),3M醫用護具(未滅菌)","台灣明尼蘇達礦業製造股份有限公司","北市衛器廣字106070322","1060707","1070727","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","3M護肘(未滅菌),3M護踝(未滅菌)","台灣明尼蘇達礦業製造股份有限公司","北市衛器廣字106070323","1060707","1070727","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","拜安進血糖監測系統","台灣拜耳股份有限公司","北市衛器廣字106070265","1060707","1070720","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","拜安進血糖監測系統","台灣拜耳股份有限公司","北市衛器廣字106070266","1060707","1070720","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","〝愛力根〞保妥適乾粉注射劑 ( BOTOX ®)","台灣愛力根藥品股份有限公司","北市衛藥廣字106080055","1060707","1070806","學術性醫療刊物"
"高雄市","醫療器材","驄豪具貼紮條醫用輔助壓力襪","驄豪科技有限公司","高市衛醫器字10606010","1060707","1070707","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;其他"
"新北市","醫療器材","＂台雷＂熱敷帶(未滅菌)","台雷科技有限公司","北衛器廣字10607014","1060713","1070713","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂綠能奈米＂非動力式治療床墊(未滅菌)","綠能奈米科技股份有限公司","北市衛器廣字106070019","1060708","1070707","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","＂屋＂特撰金粒屋奇應丸","台灣屋股份有限公司","北市衛藥廣字106070028","1060708","1070707","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","＂屋＂特撰金粒屋奇應丸","台灣屋股份有限公司","北市衛藥廣字106070082","1060708","1070707","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂衡健＂排卵檢測試劑(未滅菌)","晴翔國際企業有限公司","北市衛器廣字106070154","1060708","1070707","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","寶馬生漱口水","寶齡富錦生技股份有限公司","北市衛藥廣字106050096","1060522","1070521","電台"
"臺北市","醫療器材","月釀杯月經量杯","莎容企業有限公司","北市衛器廣字106050333","1060522","1070521","電影、電視"
"臺北市","醫療器材","月釀杯月經量杯","莎容企業有限公司","北市衛器廣字106050334","1060522","1070521","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","智天使灌腸組套及灌沖椅配件(未滅菌)","惠明醫療器材有限公司","北市衛器廣字106050336","1060522","1070521","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","蒂克假牙清潔錠〈未滅菌〉","天工日用品股份有限公司","北市衛器廣字106050337","1060522","1070521","電台"
"臺北市","醫療器材","1.羅氏活力血糖機組 2.羅氏活力血糖機專用試紙3.羅氏優勝血糖機組4.羅氏優勝血糖機組5.羅氏優勝血糖機血糖試紙6.舒柔採血筆(未滅菌)7.舒柔採血筆 專用採血針(滅菌)8.羅氏全方位血糖機組9.羅氏速讚採血筆 專用採血針(滅菌)10.羅氏速讚採血筆(未滅菌)","台灣羅氏醫療診斷設備股份有限公司","北市衛器廣字106050084","1060522","1070521","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","1.威兆肢體裝具(未滅菌) 2.＂威兆＂軀幹裝具 (未滅菌) 3.威亘醫療用黏性膠帶及黏性繃帶（未滅菌） 4.＂威亘＂ 醫療用冷敷包(未滅菌) 5.＂威亘＂皮膚壓力保護器(未滅菌) 等5項產品","威兆企業有限公司","北市衛器廣字106050087","1060522","1070521","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","寶馬生漱口水","寶齡富錦生技股份有限公司","北市衛藥廣字106050096","1060522","1070521","電台"
"臺北市","醫療器材","智天使灌腸組套及灌沖椅配件(未滅菌)","惠明醫療器材有限公司","北市衛器廣字106050336","1060522","1070521","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","蒂克假牙清潔錠〈未滅菌〉","天工日用品股份有限公司","北市衛器廣字106050337","1060522","1070521","電台"
"臺北市","醫療器材","月釀杯月經量杯","莎容企業有限公司","北市衛器廣字106050333","1060522","1070521","電影、電視"
"臺北市","醫療器材","月釀杯月經量杯","莎容企業有限公司","北市衛器廣字106050334","1060522","1070521","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","舒樂適溫熱電位床墊","台灣丸高實業股份有限公司","北市衛器廣字106050388","1060522","1070525","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","普拿疼止痛加強錠","英商葛蘭素史克消費保健用品股份有限公司台灣分公司","北市衛藥廣字106060120","1060522","1070601","電影、電視"
"臺北市","藥品","利他能持續性藥效膠囊20毫克,利他能持續性藥效膠囊40毫克","台灣諾華股份有限公司","北市衛藥廣字106060206","1060522","1070616","學術性醫療刊物"
"新北市","藥品","＂強生＂祈康膜衣錠 9.6 毫克(銀杏葉類黃酮配醣體) GINKON F.C. Tablets 9.6mg (GINKGO FLAVONE GLYCOSIDE)＂JOHNSON＂","強生化學製藥廠股份有限公司","北衛藥廣字10605013","1060602","1070602","電台(秒數:30秒)"
"新北市","醫療器材","多水潤日拋隱形眼鏡","瑞士商愛爾康大藥廠股份有限公司台灣分公司","北衛器廣字10605035","1060531","1070531","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","多水潤散光日拋隱形眼鏡","瑞士商愛爾康大藥廠股份有限公司台灣分公司","北衛器廣字10605036","1060531","1070531","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","多水潤多焦點日拋隱形眼鏡","瑞士商愛爾康大藥廠股份有限公司台灣分公司","北衛器廣字10605037","1060531","1070531","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"新北市","醫療器材","＂耀宏＂交流電力可調整式病床(未滅菌)","耀宏儀器廠有限公司","北衛器廣字10605038","1060622","1070622","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺中市","醫療器材","美麗秘密矽水膠日拋隱形眼鏡","永勝光學股份有限公司","中市衛器廣字10606101","1060607","1070607","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺中市","醫療器材","美麗秘密矽水膠日拋隱形眼鏡","永勝光學股份有限公司","中市衛器廣字10606102","1060607","1070607","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺中市","醫療器材","美麗祕密玻尿酸水潤多效保養液","永勝光學股份有限公司","中市衛器廣字10606091","1060621","1070621","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺中市","醫療器材","優梨雅彩色日拋隱形眼鏡等2件","永勝光學股份有限公司","中市衛器廣字10606092","1060622","1070622","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺中市","醫療器材","優梨雅彩色日拋隱形眼鏡等2件","永勝光學股份有限公司","中市衛器廣字10606093","1060622","1070622","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等);;學術性醫療刊物"
"臺中市","醫療器材","＂桃源＂肢體護具(未滅菌)","桃源貿易有限公司","中市衛器廣字10606090","1060613","1070613","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺中市","藥品","允消舒黴乳膏10公絲/公克允消無黴乳膏允消舒黴噴劑１０毫克／公克允消康舒黴液暈速克止暈錠","永信藥品工業股份有限公司","中市衛藥廣字10606039","1060602","1070602","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂綠能奈米＂非動力式治療床墊(未滅菌)","綠能奈米科技股份有限公司","北市衛器廣字106070019","1060708","1070707","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂磊仕＂氧氣濃縮機","台灣飛利浦股份有限公司","北市衛器廣字106070024","1060711","1070710","學術性醫療刊物"
"臺北市","藥品","喜療瘀凝膠","台灣大昌華嘉股份有限公司","北市衛藥廣字106070037","1060711","1070710","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","虎標萬金油(白)軟膏、虎標萬金油(紅)軟膏、虎標頸肩舒乳膏等3項產品","台灣泰格醫藥股份有限公司","北市衛藥廣字106070168","1060711","1070710","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","＂中美＂優美孅油竊膠囊","興中美生技有限公司","北市衛藥廣字106070171","1060711","1070710","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","＂中美＂優美孅油竊膠囊","興中美生技有限公司","北市衛藥廣字106070172","1060711","1070710","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","＂中美＂優美孅油竊膠囊","興中美生技有限公司","北市衛藥廣字106070173","1060711","1070710","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","美血樂針筒裝注射劑50微公克/0.3毫升,美血樂針筒裝注射劑100微公克/0.3毫升","羅氏大藥廠股份有限公司","北市衛藥廣字106070180","1060711","1070715","學術性醫療刊物"
"臺北市","藥品","樂可平膜衣錠10毫克","台灣邁蘭有限公司","北市衛藥廣字106080010","1060711","1070809","學術性醫療刊物"
"臺北市","藥品","淨脈舒持續性藥效錠","扶陞貿易有限公司","北市衛藥廣字106080012","1060711","1070809","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","飛宜得凝膠 (未滅菌)","新加坡商美納里尼醫藥有限公司台灣分公司","北市衛器廣字106070255","1060711","1070719","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","飛宜得凝膠 (未滅菌)","新加坡商美納里尼醫藥有限公司台灣分公司","北市衛器廣字106070306","1060711","1070725","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂史耐輝＂透視性晶格泡棉敷料(滅菌)","英商史耐輝股份有限公司台灣分公司","北市衛器廣字106070257","1060711","1070719","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","＂瑞士＂療黴舒凝膠10毫克/公克(特比那芬)","英商葛蘭素史克消費保健用品股份有限公司台灣分公司","北市衛藥廣字106070236","1060711","1070717","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","醫立妥乳膏１%","台灣邁蘭有限公司","北市衛藥廣字106070237","1060711","1070717","學術性醫療刊物"
"臺北市","醫療器材","＂歐姆龍＂電子血壓計(028786),＂歐姆龍＂電子血壓計(028619),＂歐姆龍＂噴霧器(028151),＂歐姆龍＂噴霧器(026681)","台灣歐姆龍健康事業股份有限公司","北市衛器廣字106070253","1060711","1070718","網路"
"臺北市","醫療器材","柏倫 交替式壓力氣墊床(未滅菌),柏倫 浮動坐墊(未滅菌),柏倫 軀幹裝具(未滅菌)","柏倫實業有限公司","北市衛器廣字106080015","1060711","1070804","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","合利他命強效錠","台灣武田藥品工業股份有限公司","北市衛藥廣字106070264","1060711","1070720","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","“瓦里安”放射治療/放射手術系統","洽泰企業股份有限公司","北市衛器廣字106080133","1060711","1070801","學術性醫療刊物"
"臺北市","醫療器材","＂瓦里安＂直線加速器","洽泰企業股份有限公司","北市衛器廣字106080142","1060711","1070802","學術性醫療刊物"
"衛福部","藥品","’’杏輝’’拜安驅蚊液50%","杏輝藥品工業股份有限公司","衛部藥廣字10607002","1060712","1070729","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"衛福部","藥品","1.杏化潤愛麗霜乳膏 2.杏化潤愛麗霜軟膏(清爽型)","杏輝藥品工業股份有限公司","衛部藥廣字10607001","1060712","1070730","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","吉胃福適凝膠","吉胃達藥業股份有限公司","北市衛藥廣字106070038","1060712","1070711","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","大正百保能感冒顆粒、大正百保能口含錠、大正百保能感冒膠囊、大正百保能鼻炎膠囊、大正百保能止咳糖漿等5項產品","台灣大正製藥股份有限公司","北市衛藥廣字106070178","1060712","1070711","網路"
"臺北市","藥品","大正百保能感冒顆粒","台灣大正製藥股份有限公司","北市衛藥廣字106070179","1060712","1070711","電影、電視"
"臺北市","藥品","大正百保能感冒顆粒","台灣大正製藥股份有限公司","北市衛藥廣字106070055","1060713","1070712","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","夏奉寧膜衣錠","香港商吉立亞醫藥有限公司台灣分公司","北市衛藥廣字106070202","1060713","1070712","學術性醫療刊物"
"臺北市","藥品","＂中美＂優美孅油竊膠囊","興中美生技有限公司","北市衛藥廣字106070193","1060713","1070712","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","安視優超涵水散光每日拋棄式隱形眼鏡,安視優超涵水散光每日拋棄式隱形眼鏡","嬌生股份有限公司","北市衛器廣字106070251","1060713","1070718","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","醫療器材","＂仲群維＂機械式助行器(未滅菌)","仲群維企業有限公司","南市衛醫器廣字1060600002","1060608","1070608","網路;;平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺南市","醫療器材","痬康腸溶膜衣錠40毫克","生達化學製藥股份有限公司二廠","南市衛醫器廣字1060500001","1060601","1070601","學術性醫療刊物"
"衛福部","藥品","抗疤消炎乳膏-恩","壽元化學工業股份有限公司","衛部藥廣字10605007","1060523","1070616","學術性醫療刊物"
"臺北市","醫療器材","小林退熱貼(未滅菌)、小林退熱貼(未滅菌)等2項產品","台灣小林藥業股份有限公司","北市衛器廣字106050081","1060523","1070522","電影、電視"
"臺北市","藥品","清新安摩樂、安摩樂外用液劑等2項產品","台灣小林藥業股份有限公司","北市衛藥廣字106050082","1060523","1070522","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","沛麗康軟膠囊","麗磐有限公司","北市衛藥廣字106050137","1060523","1070522","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","藥品","＂中天生技＂化療漾內服液","中天生物科技股份有限公司","北市衛藥廣字106050249","1060523","1070522","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","愛必敷組織黏膠","歐強國際有限公司","北市衛器廣字106050289","1060523","1070522","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","1.＂斯達克＂助聽器(未滅菌) 2.峰力助聽器(未滅菌)","利凌科技股份有限公司","北市衛器廣字106050305","1060523","1070522","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","“幸一”貼退燒（未滅菌）","幸一生醫科技有限公司","北市衛器廣字106050331","1060523","1070522","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","“伊藤”超音波系統、＂伊藤＂超音波系統等2項產品","理工科技工程顧問有限公司","北市衛器廣字106050351","1060523","1070522","網路"
"臺北市","醫療器材","＂西門子＂助聽器(未滅菌)","理工科技工程顧問有限公司","北市衛器廣字106050352","1060523","1070522","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","麗嬰房非接觸式紅外線額溫計","麗嬰房股份有限公司","北市衛器廣字105120023","1051114","1061204","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","3M Nexcare通氣膠帶 (未滅菌),3M完全護理保健盒,3M護理小幫手,3M Nexcare 自黏彈性繃帶(未滅菌),3M 雙效冷熱敷墊(未滅菌),3M退熱貼片(未滅菌),3M自黏彈性繃帶(未滅菌)","台灣明尼蘇達礦業製造股份有限公司","北市衛器廣字105120024","1051114","1061201","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","3M Nexcare 克淋濕防水透氣繃 (滅菌),3M彈力繃(滅菌),3M Nexcare 舒適繃 (滅菌)","台灣明尼蘇達礦業製造股份有限公司","北市衛器廣字105120025","1051114","1061202","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","3M Nexcare 克淋濕防水透氣繃(滅菌),3M Nexcare 克淋濕防水透氣繃(滅菌),3M Nexcare 克淋濕防水透氣繃 (滅菌),3M舒適繃(滅菌),3M Nexcare 舒適繃 (滅菌),3M舒適繃含藥型,3M彈力繃(滅菌),3M透明繃（滅菌）,3M活力繃帶(滅菌)","台灣明尼蘇達礦業製造股份有限公司","北市衛器廣字105120026","1051114","1061201","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","碧菲絲特清爽碳酸泡洗面乳,碧菲絲特抗暗沉碳酸泡洗面乳,碧菲絲特保濕碳酸泡洗面乳","蔻仕麗股份有限公司","北市衛粧廣字105110579","1051114","1061121","網路"
"臺北市","化粧品","碧菲絲特抗暗沉即淨卸妝水,碧菲絲特清爽即淨卸妝水,碧菲絲特保濕即淨卸妝水,碧菲絲特Q10即淨卸妝水,碧菲絲特抗痘即淨卸妝水,碧菲絲特毛孔即淨卸妝棉,碧菲絲特水嫩即淨卸妝棉,碧菲絲特溫和即淨眼唇卸妝液","蔻仕麗股份有限公司","北市衛粧廣字105110667","1051114","1061127","網路"
"臺北市","化粧品","龍血求麗修護乳,龍血求麗精華,苦杏仁酸溫和煥顏露,鎂光銀燦保濕精華液,鎂光銀燦緊緻精華液,鎂光銀燦美白精華液","佐登妮絲國際股份有限公司南京三分公司","北市衛粧廣字105110673","1051114","1061127","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","美吾髮葵花亮澤染髮霜-5A深栗 第一劑、第二劑,美吾髮葵花亮澤染髮霜-4C肉桂棕 第一劑、第二劑/4C薑餅亞麻棕 第一劑、第二劑,美吾髮葵花亮澤染髮霜-5C絲絨棕 第一劑、第二劑/5C摩卡亞麻棕 第一劑、第二劑,美吾髮葵花亮澤染髮霜-4N暖栗棕 第一劑、第二劑/4P自然紅棕 第一劑、第二劑,美吾髮葵花亮澤染髮霜-5N琥珀棕 第一劑、第二劑,美吾髮葵花亮澤染髮霜-4V黑醋栗棕 第一劑、第二劑,美吾髮葵花亮澤染髮霜-5V葡萄紫棕 第一劑、第二劑,美吾髮葵花亮澤染髮霜-5P紫紅棕 第一劑 第二劑,美吾髮葵花亮澤染髮霜-4咖啡黑,美吾髮葵花亮澤染髮霜-5褐黑","美吾華股份有限公司","北市衛粧廣字105110582","1051114","1061121","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","雍卡晶潤保濕精華液,雍卡甦活再生精華,雍卡煥采奇肌日霜,雍卡煥采奇肌晚霜","具冠企業股份有限公司","北市衛粧廣字105110471","1051114","1061121","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","化粧品","瑪琍嘉蘭1000 黃金松露精華霜,瑪琍嘉蘭1005 黃金松露美姸霜,瑪琍嘉蘭1020 黃金松露眼霜,瑪琍嘉蘭1010 黃金松露新肌精華,瑪琍嘉蘭1030 黃金松露精華膜,瑪琍嘉蘭1006 珍珠水灩精華霜,瑪琍嘉蘭1050 黃金松露淨妍乳,瑪琍嘉蘭1060 黃金松露美妍液","具冠企業股份有限公司","北市衛粧廣字105110472","1051114","1061125","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","綺芙莉彩色日拋隱形眼鏡","亞洲安視達股份有限公司","北市衛器廣字106070238","1060713","1070717","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","＂酷柏＂佰美視睛潤散光日拋軟性隱形眼鏡,＂酷柏＂ 佰美視睛潤日拋軟式隱形眼鏡,＂酷柏＂ 奧克拉睛潤日拋軟式隱形眼鏡,＂酷柏＂ 寶晴日拋軟性隱形眼鏡,＂酷柏＂ 寶晴漸進多焦日拋隱形眼鏡,珂朗清矽水膠日拋軟性隱形眼鏡,珂朗清矽水膠散光日拋隱形眼鏡,珂朗清矽水膠漸進多焦點每日拋隱形眼鏡,酷柏美怡天日拋軟性隱形眼鏡,珂朗清矽水膠日拋軟性隱形眼鏡","酷柏光學股份有限公司","北市衛器廣字106070252","1060713","1070718","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","3M護膝(未滅菌),3M護膝(未滅菌),3M護膝(未滅菌)","台灣明尼蘇達礦業製造股份有限公司","北市衛器廣字106070324","1060713","1070727","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
"臺北市","醫療器材","3M護腕 (未滅菌),3M醫用護具(未滅菌),3M護腕(未滅菌)","台灣明尼蘇達礦業製造股份有限公司","北市衛器廣字106070325","1060713","1070727","平面媒體(海報、傳單、報紙、刊物、雜誌、廣告牌、車體、車廂等)"
