MOHWM0006.01	食品微生物之檢驗方法－產氣莢膜桿菌之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=1879&chk=3105C34A-9A29-4E87-A16F-1B1E6100D7A8	
MOHWM0007.02	食品微生物之檢驗方法－曲狀桿菌之檢驗	2015-10-02	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=14118&chk=77967b09-12ef-4999-9b23-b2e6b6de053c&param=pn%3d1%26sid%3d103	
MOHWM0008.01	食品微生物之檢驗方法－黴菌及酵母菌數之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=1882&chk=CE877C3E-0843-4923-A44D-ECD5DB123B0C	
MOHWM0009.01	食品微生物之檢驗方法－耶辛尼氏腸炎桿菌之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=1884&chk=060A43D5-D5A1-4035-A71B-3C9F227429AF	
MOHWM0010.01	食品微生物之檢驗方法－大腸桿菌O157：H7之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=1888&chk=F2B72A0F-648B-488F-9AAD-0536BF4D7CBB	
MOHWM0011.02	食品微生物之檢驗方法－腸炎弧菌之檢驗	2017-04-27	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=23315	
MOHWM0012.01	食品微生物之檢驗方法－肉毒桿菌之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=6111&chk=38FE8189-4390-465F-987F-752FACDB7DBB	
MOHWM0013.01	食品微生物之檢驗方法－乳酸菌之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=6226&chk=0875B891-D99A-4433-8B9C-E3650360A93B	
MOHWM0014.01	食品微生物之檢驗方法－生菌數之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=6969&chk=D2930E7F-5887-430B-8DA1-656C9D465063	
MOHWM0015.01	食品微生物之檢驗方法－大腸桿菌群之檢驗	2013-09-06	http://www.fda.gov.tw/tc/includes/SiteListGetFile.ashx?mid=133&id=6971&chk=8C06BB3C-2B48-421F-9ADD-9FA8AA5035FC	
MOHWM0016.02	食品微生物之檢驗方法－仙人掌桿菌之檢驗	2017-05-11	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=23366	
MOHWM0017.02	食品微生物之檢驗方法－病原性大腸桿菌之檢驗	2014-12-10	http://www.fda.gov.tw/TC/siteListContent.aspx?sid=103&id=10102&chk=19B44A3C-CD5D-4F72-A175-93993C131707	
